MCCCD,MemberCardNumber,CreatedDate,SupportEmp,MemberCardRank,MemberCardPoints,MemberCardAcquiredRankDate
0000077558,MC75056,2017-03-16 00:00:00,04820,MEMBER,93,2017-06-25 00:00:00
0000077560,MC76612,2021-04-11 00:00:00,03122,SILVER,70,2022-03-13 00:00:00
0000077565,MC98674,2020-01-30 00:00:00,03279,SILVER,39,2021-01-08 00:00:00
0000077572,MC37947,2016-06-10 00:00:00,02421,MEMBER,97,2016-10-02 00:00:00
0000077573,MC86902,2022-06-11 00:00:00,00943,GOLD,67,2022-11-03 00:00:00
0000077575,MC95782,2015-09-30 00:00:00,03982,GOLD,59,2016-03-22 00:00:00
0000077576,MC14356,2017-05-30 00:00:00,03135,GOLD,78,2018-01-03 00:00:00
0000077577,MC11460,2016-09-01 00:00:00,02578,MEMBER,71,2017-07-28 00:00:00
0000077578,MC20434,2023-10-27 00:00:00,03002,SILVER,35,2024-09-26 00:00:00
0000077579,MC51483,2021-11-30 00:00:00,00573,MEMBER,18,2022-08-29 00:00:00
0000077581,MC44697,2017-04-08 00:00:00,02525,GOLD,27,2017-11-22 00:00:00
0000077582,MC99616,2023-12-12 00:00:00,04300,MEMBER,40,2024-07-04 00:00:00
0000077583,MC44179,2018-01-06 00:00:00,03493,SILVER,64,2018-07-11 00:00:00
0000077586,MC16887,2020-12-12 00:00:00,03020,SILVER,29,2021-07-24 00:00:00
0000077587,MC52046,2016-10-26 00:00:00,01875,SILVER,83,2017-09-19 00:00:00
0000077591,MC96867,2020-03-30 00:00:00,03098,GOLD,6,2020-10-31 00:00:00
0000077592,MC36677,2022-12-09 00:00:00,01497,GOLD,84,2023-03-10 00:00:00
0000077593,MC86820,2018-05-27 00:00:00,04849,MEMBER,29,2018-10-18 00:00:00
0000077596,MC81362,2019-09-23 00:00:00,01516,SILVER,63,2020-03-29 00:00:00
0000077597,MC52346,2017-04-28 00:00:00,02443,SILVER,8,2018-01-12 00:00:00
0000077599,MC48323,2015-06-11 00:00:00,02539,MEMBER,10,2016-04-05 00:00:00
0000077600,MC97822,2023-09-10 00:00:00,03338,MEMBER,69,2024-08-17 00:00:00
0000077601,MC68576,2018-05-14 00:00:00,03477,SILVER,17,2018-12-14 00:00:00
0000077603,MC59871,2022-01-04 00:00:00,04189,SILVER,79,2022-08-01 00:00:00
0000077608,MC78892,2016-03-01 00:00:00,02050,SILVER,78,2016-06-23 00:00:00
0000077609,MC67265,2022-11-13 00:00:00,00814,MEMBER,75,2023-04-13 00:00:00
0000077610,MC94782,2019-05-16 00:00:00,00678,MEMBER,21,2020-03-26 00:00:00
0000077611,MC58821,2015-03-12 00:00:00,01048,SILVER,56,2016-01-09 00:00:00
0000077612,MC80655,2017-11-28 00:00:00,03834,SILVER,92,2018-01-11 00:00:00
0000077614,MC13387,2021-01-27 00:00:00,00536,GOLD,37,2021-09-26 00:00:00
0000077615,MC36582,2017-03-15 00:00:00,02740,MEMBER,21,2017-08-12 00:00:00
0000077616,MC12542,2020-06-12 00:00:00,04994,GOLD,55,2021-01-01 00:00:00
0000077619,MC16381,2016-09-06 00:00:00,03515,MEMBER,96,2017-06-24 00:00:00
0000077620,MC71178,2021-05-30 00:00:00,00054,MEMBER,67,2021-12-09 00:00:00
0000077624,MC70238,2018-10-09 00:00:00,00407,MEMBER,92,2019-02-03 00:00:00
0000077625,MC31724,2016-04-05 00:00:00,04806,MEMBER,5,2016-12-29 00:00:00
0000077626,MC61722,2015-04-01 00:00:00,03659,GOLD,8,2016-02-24 00:00:00
0000077627,MC92833,2016-11-22 00:00:00,03737,SILVER,56,2017-02-27 00:00:00
0000077629,MC35576,2017-02-07 00:00:00,03333,SILVER,85,2017-11-17 00:00:00
0000077632,MC50991,2015-06-27 00:00:00,03866,GOLD,81,2016-01-09 00:00:00
0000077634,MC82776,2020-01-10 00:00:00,00647,SILVER,72,2020-09-09 00:00:00
0000077636,MC62099,2016-02-18 00:00:00,01678,MEMBER,15,2016-08-19 00:00:00
0000077637,MC15082,2015-10-21 00:00:00,02561,GOLD,25,2016-10-12 00:00:00
0000077638,MC62186,2017-02-08 00:00:00,03970,GOLD,17,2017-11-22 00:00:00
0000077639,MC98645,2023-05-31 00:00:00,03025,SILVER,90,2024-03-11 00:00:00
0000077641,MC15729,2023-03-21 00:00:00,04795,MEMBER,27,2023-10-08 00:00:00
0000077642,MC35081,2015-12-10 00:00:00,03876,SILVER,37,2016-02-04 00:00:00
0000077643,MC75426,2020-04-24 00:00:00,02838,SILVER,41,2020-10-04 00:00:00
0000077648,MC14420,2023-07-20 00:00:00,03863,MEMBER,99,2024-06-15 00:00:00
0000077649,MC60409,2016-08-26 00:00:00,04791,MEMBER,24,2017-04-01 00:00:00
0000077650,MC14458,2019-02-04 00:00:00,02166,SILVER,85,2019-06-29 00:00:00
0000077651,MC96021,2022-03-14 00:00:00,03965,MEMBER,95,2022-05-17 00:00:00
0000077655,MC31226,2018-03-03 00:00:00,03572,SILVER,26,2018-12-07 00:00:00
0000077657,MC69536,2017-05-29 00:00:00,02600,SILVER,46,2018-05-15 00:00:00
0000077658,MC43541,2017-02-20 00:00:00,01040,MEMBER,36,2017-11-27 00:00:00
0000077660,MC91965,2017-11-11 00:00:00,03315,MEMBER,65,2018-04-13 00:00:00
0000077661,MC30903,2020-04-22 00:00:00,00454,SILVER,16,2021-01-20 00:00:00
0000077662,MC78052,2021-07-02 00:00:00,02612,MEMBER,51,2021-12-01 00:00:00
0000077663,MC81494,2015-12-02 00:00:00,01637,GOLD,42,2016-07-20 00:00:00
0000077664,MC11904,2016-12-23 00:00:00,01474,SILVER,62,2017-12-08 00:00:00
0000077665,MC70019,2017-08-20 00:00:00,00566,GOLD,35,2018-01-10 00:00:00
0000077668,MC64370,2015-02-21 00:00:00,03219,GOLD,27,2016-02-03 00:00:00
0000077669,MC45888,2023-05-26 00:00:00,03209,MEMBER,90,2023-11-01 00:00:00
0000077670,MC42663,2016-08-09 00:00:00,00100,SILVER,18,2017-06-19 00:00:00
0000077671,MC38708,2016-05-09 00:00:00,04525,MEMBER,72,2016-10-06 00:00:00
0000077672,MC67666,2017-07-16 00:00:00,04808,MEMBER,57,2017-12-29 00:00:00
0000077673,MC52589,2022-03-22 00:00:00,02105,GOLD,2,2023-03-05 00:00:00
0000077675,MC16823,2023-08-24 00:00:00,02671,GOLD,70,2024-04-03 00:00:00
0000077677,MC71791,2019-07-12 00:00:00,01246,MEMBER,23,2019-12-27 00:00:00
0000077680,MC36935,2020-06-11 00:00:00,00511,GOLD,63,2021-05-26 00:00:00
0000077681,MC99415,2017-03-07 00:00:00,01562,SILVER,46,2017-06-27 00:00:00
0000077686,MC99666,2019-05-21 00:00:00,00132,MEMBER,50,2020-02-23 00:00:00
0000077687,MC78226,2018-12-22 00:00:00,03066,GOLD,89,2019-03-20 00:00:00
0000077690,MC31767,2019-04-02 00:00:00,04028,GOLD,10,2020-02-24 00:00:00
0000077691,MC67022,2020-06-08 00:00:00,04098,SILVER,35,2021-03-28 00:00:00
0000077692,MC12616,2021-08-15 00:00:00,02369,SILVER,77,2022-02-17 00:00:00
0000077694,MC99740,2019-08-10 00:00:00,04342,GOLD,29,2019-10-09 00:00:00
0000077697,MC27640,2021-12-23 00:00:00,04371,MEMBER,64,2022-11-02 00:00:00
0000077698,MC50278,2020-10-21 00:00:00,02055,GOLD,65,2021-09-19 00:00:00
0000077700,MC25648,2023-09-18 00:00:00,03491,MEMBER,15,2023-12-31 00:00:00
0000077702,MC83977,2017-10-29 00:00:00,02457,GOLD,26,2018-10-15 00:00:00
0000077706,MC81982,2016-01-26 00:00:00,04925,MEMBER,99,2016-05-24 00:00:00
0000077710,MC19281,2022-01-09 00:00:00,02813,GOLD,95,2022-10-06 00:00:00
0000077711,MC50143,2023-01-03 00:00:00,03369,MEMBER,59,2023-05-22 00:00:00
0000077713,MC92138,2018-12-22 00:00:00,04958,GOLD,31,2019-02-26 00:00:00
0000077714,MC10643,2015-01-14 00:00:00,04386,SILVER,60,2015-06-25 00:00:00
0000077715,MC90826,2017-01-12 00:00:00,01865,SILVER,71,2017-03-17 00:00:00
0000077716,MC51947,2019-01-21 00:00:00,02027,GOLD,67,2019-02-20 00:00:00
0000077720,MC33246,2015-01-15 00:00:00,00375,SILVER,30,2015-04-14 00:00:00
0000077721,MC92848,2023-04-02 00:00:00,00684,MEMBER,94,2023-05-29 00:00:00
0000077724,MC84758,2018-11-12 00:00:00,01083,SILVER,76,2019-01-07 00:00:00
0000077728,MC48228,2020-11-19 00:00:00,01082,GOLD,41,2021-09-08 00:00:00
0000077730,MC51796,2015-01-17 00:00:00,01571,SILVER,67,2015-06-20 00:00:00
0000077731,MC66052,2016-02-06 00:00:00,01539,GOLD,59,2016-04-12 00:00:00
0000077734,MC82138,2017-06-11 00:00:00,02692,GOLD,0,2018-01-16 00:00:00
0000077735,MC79242,2020-08-12 00:00:00,03283,SILVER,4,2021-05-01 00:00:00
0000077736,MC20595,2018-03-15 00:00:00,00382,MEMBER,39,2019-01-24 00:00:00
0000077740,MC28850,2022-09-22 00:00:00,04389,SILVER,53,2023-07-17 00:00:00
0000077744,MC17145,2021-10-30 00:00:00,01268,GOLD,86,2022-06-08 00:00:00
0000077746,MC73798,2022-05-28 00:00:00,03242,GOLD,43,2022-09-05 00:00:00
0000077748,MC21216,2018-06-19 00:00:00,00630,MEMBER,85,2018-12-04 00:00:00
0000077750,MC48748,2019-07-03 00:00:00,03385,SILVER,82,2019-09-30 00:00:00
0000077752,MC26812,2020-02-24 00:00:00,00445,GOLD,1,2020-09-23 00:00:00
0000077753,MC16255,2018-08-18 00:00:00,03831,GOLD,85,2019-02-21 00:00:00
0000077754,MC35097,2016-12-25 00:00:00,04329,GOLD,6,2017-05-18 00:00:00
0000077755,MC36003,2017-11-23 00:00:00,01186,MEMBER,74,2018-08-03 00:00:00
0000077758,MC58266,2022-03-20 00:00:00,01971,GOLD,66,2022-06-01 00:00:00
0000077759,MC41189,2022-08-10 00:00:00,03009,GOLD,95,2023-01-02 00:00:00
0000077760,MC51091,2023-05-18 00:00:00,00305,SILVER,0,2023-06-26 00:00:00
0000077762,MC71273,2022-10-21 00:00:00,02281,MEMBER,25,2023-02-26 00:00:00
0000077766,MC21028,2020-09-23 00:00:00,04815,SILVER,100,2021-01-08 00:00:00
0000077769,MC66220,2015-04-01 00:00:00,01764,GOLD,88,2015-07-27 00:00:00
0000077770,MC19796,2016-03-06 00:00:00,02688,MEMBER,52,2016-04-08 00:00:00
0000077775,MC57973,2018-08-26 00:00:00,03845,MEMBER,3,2018-11-07 00:00:00
0000077778,MC27702,2018-06-21 00:00:00,04680,GOLD,33,2019-02-03 00:00:00
0000077780,MC98623,2021-04-13 00:00:00,04422,SILVER,28,2021-08-27 00:00:00
0000077782,MC15333,2019-12-17 00:00:00,01797,SILVER,36,2020-06-07 00:00:00
0000077784,MC87284,2022-05-31 00:00:00,00185,GOLD,40,2023-05-27 00:00:00
0000077785,MC14625,2017-01-29 00:00:00,04572,MEMBER,23,2017-07-08 00:00:00
0000077786,MC20481,2017-07-12 00:00:00,01334,SILVER,4,2018-03-27 00:00:00
0000077788,MC84016,2016-01-20 00:00:00,01024,SILVER,83,2016-09-21 00:00:00
0000077791,MC11125,2018-10-08 00:00:00,03276,GOLD,91,2019-08-19 00:00:00
0000077792,MC53060,2015-10-22 00:00:00,01340,MEMBER,85,2016-05-04 00:00:00
0000077793,MC53827,2015-06-15 00:00:00,04990,SILVER,83,2016-04-14 00:00:00
0000077794,MC31884,2020-01-03 00:00:00,04224,MEMBER,25,2020-07-09 00:00:00
0000077795,MC15820,2017-09-17 00:00:00,03933,SILVER,40,2018-04-07 00:00:00
0000077798,MC55618,2015-11-21 00:00:00,00499,MEMBER,57,2016-10-08 00:00:00
0000077799,MC18863,2015-10-30 00:00:00,03997,SILVER,40,2015-12-25 00:00:00
0000077801,MC72192,2021-07-03 00:00:00,01249,SILVER,28,2021-10-05 00:00:00
0000077802,MC97682,2020-06-29 00:00:00,00264,MEMBER,63,2020-08-10 00:00:00
0000077803,MC88216,2017-10-27 00:00:00,02354,SILVER,57,2018-08-31 00:00:00
0000077806,MC41656,2023-02-24 00:00:00,00418,MEMBER,44,2023-06-22 00:00:00
0000077807,MC17361,2019-10-15 00:00:00,04803,SILVER,81,2019-12-14 00:00:00
0000077808,MC85066,2020-04-02 00:00:00,01854,SILVER,55,2021-03-29 00:00:00
0000077810,MC87680,2017-02-07 00:00:00,01770,MEMBER,57,2018-01-06 00:00:00
0000077811,MC69693,2018-02-04 00:00:00,02473,SILVER,53,2018-05-13 00:00:00
0000077812,MC33993,2021-03-12 00:00:00,00805,SILVER,30,2021-04-29 00:00:00
0000077813,MC78191,2016-01-03 00:00:00,03757,SILVER,18,2016-03-27 00:00:00
0000077814,MC79647,2016-09-16 00:00:00,03087,MEMBER,26,2017-03-28 00:00:00
0000077815,MC56216,2021-01-29 00:00:00,01277,GOLD,94,2021-08-30 00:00:00
0000077816,MC84837,2023-03-03 00:00:00,04409,SILVER,17,2023-07-06 00:00:00
0000077817,MC96572,2017-04-23 00:00:00,03633,GOLD,18,2018-04-06 00:00:00
0000077818,MC94486,2018-03-09 00:00:00,00205,GOLD,0,2018-12-04 00:00:00
0000077819,MC80683,2020-07-13 00:00:00,03849,SILVER,98,2021-01-19 00:00:00
0000077820,MC31266,2015-09-16 00:00:00,03336,GOLD,31,2015-12-01 00:00:00
0000077822,MC67720,2023-09-06 00:00:00,01557,SILVER,39,2024-04-18 00:00:00
0000077824,MC85044,2020-09-02 00:00:00,00466,SILVER,85,2021-03-15 00:00:00
0000077828,MC49718,2016-09-24 00:00:00,01095,MEMBER,9,2016-12-24 00:00:00
0000077830,MC23842,2019-01-07 00:00:00,02360,MEMBER,64,2019-10-21 00:00:00
0000077831,MC21006,2022-02-13 00:00:00,02642,GOLD,5,2022-05-17 00:00:00
0000077832,MC10449,2018-10-07 00:00:00,01077,GOLD,26,2019-05-14 00:00:00
0000077833,MC50328,2015-08-16 00:00:00,00197,SILVER,96,2016-08-07 00:00:00
0000077834,MC93261,2015-03-19 00:00:00,02480,SILVER,55,2015-10-15 00:00:00
0000077835,MC22010,2018-04-10 00:00:00,03574,MEMBER,58,2019-02-28 00:00:00
0000077841,MC57768,2022-07-14 00:00:00,01882,SILVER,22,2022-11-27 00:00:00
0000077843,MC11377,2023-07-03 00:00:00,02624,MEMBER,19,2024-06-02 00:00:00
0000077844,MC64209,2015-03-08 00:00:00,01900,GOLD,0,2015-05-25 00:00:00
0000077846,MC79355,2022-08-02 00:00:00,03994,MEMBER,38,2023-07-25 00:00:00
0000077847,MC90678,2021-10-02 00:00:00,03570,GOLD,9,2022-03-24 00:00:00
0000077848,MC18957,2021-08-18 00:00:00,04153,MEMBER,60,2022-01-18 00:00:00
0000077849,MC13515,2017-04-19 00:00:00,02292,MEMBER,48,2017-09-06 00:00:00
0000077858,MC43861,2016-01-27 00:00:00,01408,GOLD,10,2016-11-16 00:00:00
0000077859,MC95866,2023-04-03 00:00:00,02792,SILVER,29,2024-01-06 00:00:00
0000077861,MC13820,2018-01-07 00:00:00,03210,SILVER,92,2018-08-11 00:00:00
0000077863,MC10606,2022-10-18 00:00:00,01668,MEMBER,58,2023-10-16 00:00:00
0000077867,MC34814,2020-02-23 00:00:00,00194,GOLD,82,2021-01-23 00:00:00
0000077871,MC28119,2015-07-28 00:00:00,03421,SILVER,6,2015-10-26 00:00:00
0000077872,MC91133,2016-05-06 00:00:00,04366,GOLD,60,2016-12-15 00:00:00
0000077874,MC88252,2016-08-20 00:00:00,00836,SILVER,84,2017-01-06 00:00:00
0000077875,MC78346,2016-05-30 00:00:00,01751,GOLD,63,2017-02-23 00:00:00
0000077876,MC37642,2020-11-15 00:00:00,03710,SILVER,93,2021-03-11 00:00:00
0000077878,MC36445,2022-02-13 00:00:00,01883,GOLD,2,2022-10-25 00:00:00
0000077879,MC39207,2021-10-21 00:00:00,00574,SILVER,27,2022-01-05 00:00:00
0000077880,MC26679,2021-01-16 00:00:00,00922,MEMBER,18,2021-09-01 00:00:00
0000077884,MC64585,2018-04-23 00:00:00,00608,GOLD,10,2019-03-20 00:00:00
0000077887,MC52006,2022-10-23 00:00:00,03628,SILVER,93,2023-07-21 00:00:00
0000077890,MC17424,2023-01-09 00:00:00,03850,GOLD,15,2023-03-26 00:00:00
0000077892,MC62471,2020-06-28 00:00:00,00288,SILVER,57,2020-09-06 00:00:00
0000077893,MC92758,2017-02-20 00:00:00,01167,MEMBER,4,2017-07-05 00:00:00
0000077894,MC25897,2019-12-23 00:00:00,00994,GOLD,10,2020-11-21 00:00:00
0000077895,MC47992,2016-03-02 00:00:00,00678,GOLD,83,2016-04-10 00:00:00
0000077896,MC45644,2015-08-25 00:00:00,01474,SILVER,28,2016-01-28 00:00:00
0000077897,MC12655,2020-08-29 00:00:00,00555,MEMBER,61,2020-11-18 00:00:00
0000077898,MC67241,2017-07-04 00:00:00,01640,GOLD,52,2017-08-20 00:00:00
0000077899,MC10055,2018-09-18 00:00:00,03349,MEMBER,56,2019-08-05 00:00:00
0000077901,MC98505,2015-11-30 00:00:00,01626,SILVER,97,2016-09-13 00:00:00
0000077903,MC74012,2022-05-23 00:00:00,04687,MEMBER,32,2022-12-22 00:00:00
0000077904,MC28325,2020-10-08 00:00:00,00651,MEMBER,37,2021-05-28 00:00:00
0000077905,MC55124,2017-11-02 00:00:00,04676,GOLD,47,2018-10-26 00:00:00
0000077909,MC23120,2023-03-18 00:00:00,01799,SILVER,40,2024-01-21 00:00:00
0000077910,MC34956,2023-12-16 00:00:00,03863,SILVER,33,2024-03-20 00:00:00
0000077911,MC73122,2019-06-13 00:00:00,01656,MEMBER,9,2020-02-21 00:00:00
0000077912,MC19648,2022-09-17 00:00:00,00861,MEMBER,30,2023-06-05 00:00:00
0000077914,MC83158,2019-03-22 00:00:00,00772,SILVER,72,2019-10-19 00:00:00
0000077915,MC73080,2015-01-13 00:00:00,02135,GOLD,0,2015-08-31 00:00:00
0000077919,MC75260,2021-04-20 00:00:00,00005,SILVER,20,2021-10-15 00:00:00
0000077925,MC72325,2020-01-09 00:00:00,02386,GOLD,55,2020-09-24 00:00:00
0000077929,MC55062,2018-10-09 00:00:00,04514,GOLD,97,2019-03-17 00:00:00
0000077930,MC92493,2015-05-26 00:00:00,02165,MEMBER,32,2015-11-20 00:00:00
0000077931,MC62424,2020-12-18 00:00:00,02232,MEMBER,46,2021-04-14 00:00:00
0000077934,MC37030,2016-05-18 00:00:00,00750,SILVER,70,2017-04-08 00:00:00
0000077935,MC26544,2016-01-07 00:00:00,01285,GOLD,31,2016-10-23 00:00:00
0000077936,MC55450,2022-03-12 00:00:00,00162,GOLD,96,2022-07-28 00:00:00
0000077942,MC99212,2020-03-03 00:00:00,03644,SILVER,62,2020-08-17 00:00:00
0000077943,MC46388,2019-07-09 00:00:00,01941,MEMBER,35,2020-01-25 00:00:00
0000077944,MC11228,2015-03-02 00:00:00,02553,SILVER,20,2015-07-13 00:00:00
0000077947,MC91601,2023-04-05 00:00:00,01910,GOLD,9,2023-07-25 00:00:00
0000077948,MC36392,2020-09-27 00:00:00,03296,MEMBER,40,2021-01-25 00:00:00
0000077949,MC26789,2023-05-13 00:00:00,01567,MEMBER,28,2023-11-13 00:00:00
0000077954,MC32377,2023-04-17 00:00:00,01757,SILVER,14,2024-03-16 00:00:00
0000077955,MC39480,2015-07-03 00:00:00,04645,SILVER,27,2016-03-14 00:00:00
0000077957,MC64135,2019-09-19 00:00:00,00920,MEMBER,47,2020-09-15 00:00:00
0000077961,MC91767,2019-01-03 00:00:00,01762,SILVER,17,2019-05-14 00:00:00
0000077962,MC78164,2023-08-25 00:00:00,02223,SILVER,36,2024-01-16 00:00:00
0000077963,MC92079,2020-11-25 00:00:00,02516,MEMBER,80,2021-11-11 00:00:00
0000077966,MC86625,2017-08-31 00:00:00,04247,SILVER,93,2017-10-12 00:00:00
0000077970,MC34007,2015-03-27 00:00:00,00852,SILVER,23,2015-05-05 00:00:00
0000077971,MC98451,2015-11-22 00:00:00,04260,GOLD,77,2016-06-21 00:00:00
0000077974,MC44968,2019-03-23 00:00:00,01249,MEMBER,89,2019-06-15 00:00:00
0000077977,MC11452,2023-03-09 00:00:00,03102,MEMBER,75,2023-06-12 00:00:00
0000077981,MC54926,2022-02-20 00:00:00,02161,GOLD,58,2022-08-24 00:00:00
0000077984,MC65394,2016-08-31 00:00:00,01006,SILVER,95,2017-08-23 00:00:00
0000077985,MC97210,2019-02-03 00:00:00,04157,MEMBER,14,2019-08-24 00:00:00
0000077991,MC58562,2021-05-31 00:00:00,01180,MEMBER,8,2022-03-23 00:00:00
0000077992,MC60126,2015-03-26 00:00:00,02269,GOLD,4,2015-06-23 00:00:00
0000077993,MC61876,2023-08-06 00:00:00,00251,SILVER,52,2023-12-04 00:00:00
0000077998,MC83521,2019-01-22 00:00:00,03078,GOLD,75,2019-04-03 00:00:00
0000077999,MC47118,2016-06-23 00:00:00,03364,GOLD,1,2017-06-18 00:00:00
0000078000,MC27323,2022-12-02 00:00:00,04340,MEMBER,56,2023-11-10 00:00:00
0000078001,MC12426,2018-03-26 00:00:00,02024,GOLD,42,2018-06-26 00:00:00
0000078002,MC31869,2018-05-17 00:00:00,00233,MEMBER,48,2018-09-25 00:00:00
0000078003,MC31145,2018-10-28 00:00:00,01567,SILVER,72,2019-10-10 00:00:00
0000078004,MC64431,2023-07-02 00:00:00,04711,MEMBER,79,2024-04-10 00:00:00
0000078013,MC66246,2018-05-02 00:00:00,04101,GOLD,86,2018-08-17 00:00:00
0000078014,MC35102,2020-12-04 00:00:00,00215,GOLD,27,2021-07-24 00:00:00
0000078016,MC74371,2022-07-12 00:00:00,01692,GOLD,85,2023-06-15 00:00:00
0000078018,MC31350,2015-10-16 00:00:00,02279,GOLD,26,2015-11-15 00:00:00
0000078022,MC91751,2020-09-30 00:00:00,01338,GOLD,45,2021-07-22 00:00:00
0000078024,MC54966,2021-11-20 00:00:00,02192,SILVER,31,2021-12-27 00:00:00
0000078026,MC31888,2023-12-24 00:00:00,01058,MEMBER,15,2024-02-09 00:00:00
0000078029,MC87093,2017-12-06 00:00:00,00842,SILVER,33,2018-04-18 00:00:00
0000078031,MC24183,2018-10-15 00:00:00,03845,MEMBER,36,2019-06-19 00:00:00
0000078032,MC68854,2021-09-03 00:00:00,01399,SILVER,79,2022-02-12 00:00:00
0000078033,MC75927,2016-11-25 00:00:00,00233,GOLD,17,2017-07-31 00:00:00
0000078035,MC11497,2022-04-09 00:00:00,02668,GOLD,73,2022-06-08 00:00:00
0000078037,MC20771,2022-02-09 00:00:00,04230,GOLD,2,2022-12-10 00:00:00
0000078039,MC75262,2019-02-24 00:00:00,01813,SILVER,10,2019-07-31 00:00:00
0000078042,MC80617,2020-05-25 00:00:00,03568,SILVER,84,2021-05-01 00:00:00
0000078044,MC65438,2023-05-03 00:00:00,03838,GOLD,42,2024-04-04 00:00:00
0000078045,MC18778,2019-06-25 00:00:00,02390,GOLD,64,2020-02-04 00:00:00
0000078047,MC33155,2017-03-14 00:00:00,04281,SILVER,32,2018-01-11 00:00:00
0000078048,MC55221,2016-01-13 00:00:00,01925,SILVER,20,2016-09-20 00:00:00
0000078050,MC72459,2023-12-27 00:00:00,02619,SILVER,84,2024-04-18 00:00:00
0000078053,MC19444,2016-01-31 00:00:00,00010,SILVER,24,2016-08-25 00:00:00
0000078055,MC89466,2015-10-19 00:00:00,04430,SILVER,3,2016-08-10 00:00:00
0000078056,MC66953,2019-08-15 00:00:00,03420,SILVER,32,2020-04-02 00:00:00
0000078058,MC11842,2023-07-26 00:00:00,00179,MEMBER,15,2024-05-04 00:00:00
0000078059,MC82549,2023-01-29 00:00:00,01228,GOLD,64,2023-11-18 00:00:00
0000078063,MC61716,2016-07-14 00:00:00,00388,SILVER,74,2017-04-15 00:00:00
0000078064,MC18448,2016-07-24 00:00:00,03008,MEMBER,46,2016-12-23 00:00:00
0000078065,MC42463,2015-08-23 00:00:00,01462,MEMBER,73,2016-05-01 00:00:00
0000078067,MC42754,2021-08-25 00:00:00,04713,SILVER,73,2021-12-07 00:00:00
0000078069,MC22981,2020-12-22 00:00:00,01953,MEMBER,7,2021-02-20 00:00:00
0000078071,MC16993,2018-03-08 00:00:00,03451,GOLD,63,2019-01-07 00:00:00
0000078072,MC64256,2016-08-05 00:00:00,01542,MEMBER,24,2016-12-05 00:00:00
0000078073,MC12137,2023-03-11 00:00:00,04119,GOLD,96,2023-07-12 00:00:00
0000078075,MC33618,2021-05-01 00:00:00,04259,GOLD,72,2022-04-26 00:00:00
0000078076,MC71976,2023-07-19 00:00:00,04428,GOLD,0,2024-02-15 00:00:00
0000078078,MC22840,2023-08-20 00:00:00,00546,SILVER,100,2024-01-09 00:00:00
0000078080,MC79374,2015-01-22 00:00:00,04339,MEMBER,27,2016-01-13 00:00:00
0000078081,MC55504,2017-12-27 00:00:00,04183,GOLD,26,2018-03-02 00:00:00
0000078082,MC90747,2022-04-02 00:00:00,00553,MEMBER,80,2022-12-22 00:00:00
0000078083,MC67957,2022-09-29 00:00:00,01984,GOLD,28,2023-08-27 00:00:00
0000078084,MC92768,2021-04-19 00:00:00,04546,GOLD,32,2021-10-20 00:00:00
0000078086,MC54152,2022-07-02 00:00:00,03626,GOLD,77,2023-06-30 00:00:00
0000078089,MC31588,2020-01-16 00:00:00,02750,GOLD,85,2020-04-05 00:00:00
0000078091,MC63430,2021-01-12 00:00:00,00312,SILVER,67,2021-06-20 00:00:00
0000078092,MC61750,2015-05-09 00:00:00,01256,MEMBER,88,2015-11-13 00:00:00
0000078093,MC80518,2020-10-18 00:00:00,02206,MEMBER,89,2021-04-05 00:00:00
0000078094,MC11247,2022-03-26 00:00:00,04096,SILVER,78,2023-03-20 00:00:00
0000078096,MC87670,2015-07-30 00:00:00,01275,MEMBER,72,2016-03-10 00:00:00
0000078098,MC77512,2019-08-19 00:00:00,02316,GOLD,32,2019-10-27 00:00:00
0000078101,MC92900,2023-07-13 00:00:00,01999,GOLD,31,2024-01-18 00:00:00
0000078103,MC41514,2016-04-09 00:00:00,02390,GOLD,32,2017-04-01 00:00:00
0000078105,MC93132,2015-01-18 00:00:00,03933,GOLD,43,2015-07-27 00:00:00
0000078108,MC89437,2015-01-18 00:00:00,04074,MEMBER,72,2015-05-05 00:00:00
0000078109,MC55719,2015-06-25 00:00:00,04548,SILVER,44,2015-12-02 00:00:00
0000078110,MC33917,2017-03-14 00:00:00,01511,GOLD,60,2017-12-27 00:00:00
0000078112,MC94473,2015-08-14 00:00:00,01835,MEMBER,29,2016-01-05 00:00:00
0000078118,MC19983,2015-08-09 00:00:00,00966,SILVER,26,2016-01-02 00:00:00
0000078119,MC64408,2020-02-03 00:00:00,00288,GOLD,19,2020-03-29 00:00:00
0000078121,MC95049,2016-02-26 00:00:00,00754,SILVER,54,2016-07-07 00:00:00
0000078123,MC10804,2016-09-06 00:00:00,04017,MEMBER,19,2016-10-11 00:00:00
0000078124,MC13499,2017-10-18 00:00:00,01821,MEMBER,15,2018-08-22 00:00:00
0000078125,MC43256,2021-09-15 00:00:00,02920,MEMBER,85,2022-04-23 00:00:00
0000078126,MC47733,2019-01-17 00:00:00,03190,GOLD,4,2020-01-05 00:00:00
0000078127,MC39354,2022-11-12 00:00:00,03059,SILVER,88,2023-03-20 00:00:00
0000078129,MC75491,2022-12-26 00:00:00,04739,SILVER,75,2023-07-03 00:00:00
0000078131,MC95350,2021-07-16 00:00:00,04808,SILVER,36,2022-07-11 00:00:00
0000078132,MC74059,2022-06-16 00:00:00,03300,GOLD,45,2022-10-18 00:00:00
