PTicketID,BranchName,Area,NumberofCustomer,PreOrderNote
TKT0034717,{13},Area 1,5,Note for TKT0034717
TKT0010271,{4},Area 4,4,Note for TKT0010271
TKT0086523,{2},Area 2,7,Note for TKT0086523
TKT0042919,{10},Area 3,10,Note for TKT0042919
TKT0028572,{6},Area 3,1,Note for TKT0028572
TKT0015392,{5},Area 1,2,Note for TKT0015392
TKT0042103,{14},Area 3,8,Note for TKT0042103
TKT0091948,{6},Area 3,7,Note for TKT0091948
TKT0088766,{10},Area 4,7,Note for TKT0088766
TKT0059645,{8},Area 4,6,Note for TKT0059645
TKT0090225,{6},Area 3,9,Note for TKT0090225
TKT0069162,{4},Area 4,1,Note for TKT0069162
TKT0071520,{6},Area 2,2,Note for TKT0071520
TKT0038980,{10},Area 4,9,Note for TKT0038980
TKT0099923,{8},Area 3,2,Note for TKT0099923
TKT0080254,{12},Area 1,1,Note for TKT0080254
TKT0038181,{2},Area 4,5,Note for TKT0038181
TKT0015627,{10},Area 1,6,Note for TKT0015627
TKT0028237,{3},Area 2,2,Note for TKT0028237
TKT0039676,{10},Area 4,4,Note for TKT0039676
TKT0092017,{7},Area 1,10,Note for TKT0092017
TKT0097603,{6},Area 3,2,Note for TKT0097603
TKT0090618,{11},Area 1,6,Note for TKT0090618
TKT0078482,{2},Area 3,8,Note for TKT0078482
TKT0065927,{11},Area 1,4,Note for TKT0065927
TKT0080663,{4},Area 4,3,Note for TKT0080663
TKT0099510,{1},Area 1,7,Note for TKT0099510
TKT0080037,{4},Area 2,10,Note for TKT0080037
TKT0041287,{8},Area 4,3,Note for TKT0041287
TKT0092886,{10},Area 2,6,Note for TKT0092886
TKT0075921,{8},Area 1,8,Note for TKT0075921
TKT0093115,{1},Area 2,2,Note for TKT0093115
TKT0072171,{2},Area 2,1,Note for TKT0072171
TKT0053334,{2},Area 1,3,Note for TKT0053334
TKT0034882,{14},Area 3,9,Note for TKT0034882
TKT0020977,{12},Area 3,7,Note for TKT0020977
TKT0055411,{4},Area 3,2,Note for TKT0055411
TKT0035685,{9},Area 3,4,Note for TKT0035685
TKT0080153,{1},Area 4,8,Note for TKT0080153
TKT0014738,{14},Area 1,2,Note for TKT0014738
TKT0034812,{10},Area 4,8,Note for TKT0034812
TKT0062600,{15},Area 2,1,Note for TKT0062600
TKT0015679,{10},Area 1,10,Note for TKT0015679
TKT0042201,{10},Area 2,4,Note for TKT0042201
TKT0012186,{5},Area 3,2,Note for TKT0012186
TKT0026668,{2},Area 3,1,Note for TKT0026668
TKT0073840,{12},Area 1,9,Note for TKT0073840
TKT0060454,{6},Area 2,2,Note for TKT0060454
TKT0083883,{12},Area 2,7,Note for TKT0083883
TKT0086804,{5},Area 4,2,Note for TKT0086804
TKT0015639,{10},Area 4,3,Note for TKT0015639
TKT0079769,{13},Area 4,1,Note for TKT0079769
TKT0029336,{3},Area 2,6,Note for TKT0029336
TKT0047026,{10},Area 2,10,Note for TKT0047026
TKT0067668,{13},Area 4,4,Note for TKT0067668
TKT0096770,{13},Area 3,9,Note for TKT0096770
TKT0018057,{14},Area 1,3,Note for TKT0018057
TKT0065535,{14},Area 1,1,Note for TKT0065535
TKT0061730,{1},Area 1,10,Note for TKT0061730
TKT0052093,{13},Area 1,7,Note for TKT0052093
TKT0096300,{4},Area 3,10,Note for TKT0096300
TKT0054191,{4},Area 1,10,Note for TKT0054191
TKT0011930,{5},Area 1,5,Note for TKT0011930
TKT0085923,{12},Area 2,3,Note for TKT0085923
TKT0083775,{3},Area 1,4,Note for TKT0083775
TKT0020705,{14},Area 1,2,Note for TKT0020705
TKT0027811,{5},Area 4,6,Note for TKT0027811
TKT0050748,{3},Area 1,3,Note for TKT0050748
TKT0060830,{5},Area 1,8,Note for TKT0060830
TKT0066457,{8},Area 1,1,Note for TKT0066457
TKT0061960,{12},Area 2,7,Note for TKT0061960
TKT0058453,{13},Area 1,1,Note for TKT0058453
TKT0078105,{11},Area 2,1,Note for TKT0078105
TKT0085456,{5},Area 1,7,Note for TKT0085456
TKT0058784,{7},Area 4,2,Note for TKT0058784
TKT0040883,{14},Area 3,8,Note for TKT0040883
TKT0062156,{6},Area 3,3,Note for TKT0062156
TKT0065474,{8},Area 2,9,Note for TKT0065474
TKT0039033,{9},Area 1,7,Note for TKT0039033
TKT0032421,{2},Area 4,9,Note for TKT0032421
TKT0036389,{12},Area 2,6,Note for TKT0036389
TKT0099824,{15},Area 2,1,Note for TKT0099824
TKT0052485,{2},Area 4,4,Note for TKT0052485
TKT0075034,{11},Area 4,2,Note for TKT0075034
TKT0083678,{14},Area 1,9,Note for TKT0083678
TKT0066210,{5},Area 4,5,Note for TKT0066210
TKT0074980,{14},Area 1,10,Note for TKT0074980
TKT0073869,{9},Area 3,10,Note for TKT0073869
TKT0021796,{3},Area 1,10,Note for TKT0021796
TKT0086495,{2},Area 1,10,Note for TKT0086495
TKT0026626,{10},Area 1,3,Note for TKT0026626
TKT0067486,{12},Area 3,4,Note for TKT0067486
TKT0054228,{6},Area 2,9,Note for TKT0054228
TKT0055209,{3},Area 3,5,Note for TKT0055209
TKT0073862,{6},Area 3,1,Note for TKT0073862
TKT0068230,{12},Area 3,2,Note for TKT0068230
TKT0071964,{13},Area 3,8,Note for TKT0071964
TKT0056528,{3},Area 1,8,Note for TKT0056528
TKT0011737,{12},Area 4,10,Note for TKT0011737
TKT0074027,{14},Area 1,1,Note for TKT0074027
TKT0074388,{9},Area 2,6,Note for TKT0074388
TKT0070284,{11},Area 3,6,Note for TKT0070284
TKT0023887,{2},Area 3,7,Note for TKT0023887
TKT0048849,{7},Area 1,4,Note for TKT0048849
TKT0077321,{11},Area 4,8,Note for TKT0077321
TKT0081195,{1},Area 4,7,Note for TKT0081195
TKT0077982,{1},Area 1,3,Note for TKT0077982
TKT0062372,{5},Area 1,3,Note for TKT0062372
TKT0086747,{1},Area 3,1,Note for TKT0086747
TKT0065476,{12},Area 3,8,Note for TKT0065476
TKT0051911,{10},Area 3,7,Note for TKT0051911
TKT0069516,{1},Area 2,5,Note for TKT0069516
TKT0027393,{10},Area 2,10,Note for TKT0027393
TKT0030562,{4},Area 4,6,Note for TKT0030562
TKT0093415,{12},Area 3,6,Note for TKT0093415
TKT0066309,{7},Area 2,2,Note for TKT0066309
TKT0061198,{3},Area 3,7,Note for TKT0061198
TKT0073764,{12},Area 3,2,Note for TKT0073764
TKT0069273,{2},Area 1,1,Note for TKT0069273
TKT0034351,{15},Area 3,5,Note for TKT0034351
TKT0031748,{10},Area 4,6,Note for TKT0031748
TKT0039907,{14},Area 2,9,Note for TKT0039907
TKT0043585,{9},Area 4,10,Note for TKT0043585
TKT0074529,{6},Area 3,3,Note for TKT0074529
TKT0084933,{14},Area 4,10,Note for TKT0084933
TKT0035145,{9},Area 1,5,Note for TKT0035145
TKT0088702,{15},Area 3,2,Note for TKT0088702
TKT0081720,{10},Area 3,5,Note for TKT0081720
TKT0041041,{10},Area 4,5,Note for TKT0041041
TKT0053708,{11},Area 4,4,Note for TKT0053708
TKT0047221,{7},Area 3,7,Note for TKT0047221
TKT0024247,{7},Area 3,9,Note for TKT0024247
TKT0078144,{4},Area 4,10,Note for TKT0078144
TKT0025641,{4},Area 4,10,Note for TKT0025641
TKT0077466,{15},Area 1,2,Note for TKT0077466
TKT0097672,{1},Area 1,4,Note for TKT0097672
TKT0058820,{12},Area 3,8,Note for TKT0058820
TKT0049436,{14},Area 1,8,Note for TKT0049436
TKT0077455,{15},Area 3,1,Note for TKT0077455
TKT0067776,{7},Area 1,6,Note for TKT0067776
TKT0098333,{11},Area 3,10,Note for TKT0098333
TKT0054944,{7},Area 4,7,Note for TKT0054944
TKT0072363,{9},Area 1,3,Note for TKT0072363
TKT0050892,{13},Area 3,6,Note for TKT0050892
TKT0047467,{5},Area 3,10,Note for TKT0047467
TKT0077669,{4},Area 3,8,Note for TKT0077669
TKT0042639,{9},Area 2,9,Note for TKT0042639
TKT0086522,{14},Area 4,9,Note for TKT0086522
TKT0053664,{4},Area 4,7,Note for TKT0053664
TKT0074473,{3},Area 3,9,Note for TKT0074473
TKT0016597,{2},Area 2,6,Note for TKT0016597
TKT0021589,{3},Area 2,7,Note for TKT0021589
TKT0086654,{12},Area 1,4,Note for TKT0086654
TKT0081065,{12},Area 4,2,Note for TKT0081065
TKT0026482,{6},Area 2,5,Note for TKT0026482
TKT0029177,{4},Area 2,6,Note for TKT0029177
TKT0037320,{14},Area 4,10,Note for TKT0037320
TKT0069653,{12},Area 1,2,Note for TKT0069653
TKT0051061,{3},Area 1,1,Note for TKT0051061
TKT0055893,{2},Area 3,6,Note for TKT0055893
TKT0072046,{3},Area 3,5,Note for TKT0072046
TKT0094214,{10},Area 3,10,Note for TKT0094214
TKT0080510,{2},Area 1,6,Note for TKT0080510
TKT0081747,{11},Area 2,2,Note for TKT0081747
TKT0078777,{10},Area 4,2,Note for TKT0078777
TKT0082858,{2},Area 3,7,Note for TKT0082858
TKT0093364,{12},Area 3,9,Note for TKT0093364
TKT0095084,{7},Area 1,2,Note for TKT0095084
TKT0040610,{7},Area 2,9,Note for TKT0040610
TKT0088795,{10},Area 3,8,Note for TKT0088795
TKT0030956,{10},Area 3,8,Note for TKT0030956
TKT0047836,{13},Area 2,2,Note for TKT0047836
TKT0073060,{14},Area 3,7,Note for TKT0073060
TKT0070820,{7},Area 1,9,Note for TKT0070820
TKT0043184,{1},Area 3,3,Note for TKT0043184
TKT0060297,{15},Area 4,5,Note for TKT0060297
TKT0094679,{14},Area 1,2,Note for TKT0094679
TKT0063275,{15},Area 2,4,Note for TKT0063275
TKT0053894,{4},Area 2,4,Note for TKT0053894
TKT0051325,{8},Area 4,6,Note for TKT0051325
TKT0092388,{8},Area 2,3,Note for TKT0092388
TKT0092447,{7},Area 2,9,Note for TKT0092447
TKT0060147,{8},Area 2,3,Note for TKT0060147
TKT0023691,{7},Area 2,6,Note for TKT0023691
TKT0034955,{15},Area 2,8,Note for TKT0034955
TKT0094311,{3},Area 1,1,Note for TKT0094311
TKT0034458,{13},Area 1,6,Note for TKT0034458
TKT0027918,{9},Area 2,3,Note for TKT0027918
TKT0031813,{8},Area 1,6,Note for TKT0031813
TKT0060899,{13},Area 4,9,Note for TKT0060899
TKT0064445,{3},Area 1,4,Note for TKT0064445
TKT0064338,{15},Area 1,1,Note for TKT0064338
TKT0030453,{14},Area 3,4,Note for TKT0030453
TKT0092478,{9},Area 3,10,Note for TKT0092478
TKT0029721,{14},Area 3,4,Note for TKT0029721
TKT0086218,{1},Area 3,7,Note for TKT0086218
TKT0056081,{3},Area 4,1,Note for TKT0056081
TKT0049441,{8},Area 2,4,Note for TKT0049441
TKT0018775,{15},Area 3,9,Note for TKT0018775
TKT0074328,{1},Area 2,6,Note for TKT0074328
TKT0075418,{5},Area 2,2,Note for TKT0075418
TKT0034422,{2},Area 3,2,Note for TKT0034422
TKT0052476,{14},Area 4,4,Note for TKT0052476
TKT0090079,{5},Area 4,9,Note for TKT0090079
TKT0096389,{11},Area 4,9,Note for TKT0096389
TKT0094583,{15},Area 2,4,Note for TKT0094583
TKT0019984,{14},Area 1,4,Note for TKT0019984
TKT0028040,{7},Area 4,7,Note for TKT0028040
TKT0092451,{4},Area 3,7,Note for TKT0092451
TKT0058937,{4},Area 3,1,Note for TKT0058937
TKT0069805,{8},Area 1,2,Note for TKT0069805
TKT0063771,{8},Area 1,8,Note for TKT0063771
TKT0095180,{14},Area 4,3,Note for TKT0095180
TKT0077322,{8},Area 4,2,Note for TKT0077322
TKT0039188,{14},Area 1,9,Note for TKT0039188
TKT0096721,{2},Area 3,5,Note for TKT0096721
TKT0032852,{7},Area 4,3,Note for TKT0032852
TKT0044934,{9},Area 4,9,Note for TKT0044934
TKT0018638,{7},Area 4,7,Note for TKT0018638
TKT0054762,{9},Area 4,1,Note for TKT0054762
TKT0077012,{3},Area 1,8,Note for TKT0077012
TKT0064136,{3},Area 4,8,Note for TKT0064136
TKT0033206,{6},Area 1,5,Note for TKT0033206
TKT0090635,{1},Area 4,7,Note for TKT0090635
TKT0098783,{6},Area 4,9,Note for TKT0098783
TKT0034259,{11},Area 3,7,Note for TKT0034259
TKT0078950,{14},Area 3,7,Note for TKT0078950
TKT0029929,{1},Area 1,4,Note for TKT0029929
TKT0030200,{2},Area 4,2,Note for TKT0030200
TKT0039628,{4},Area 1,2,Note for TKT0039628
TKT0026794,{13},Area 4,10,Note for TKT0026794
TKT0046346,{1},Area 2,2,Note for TKT0046346
TKT0083593,{3},Area 2,8,Note for TKT0083593
TKT0045211,{8},Area 2,4,Note for TKT0045211
TKT0048816,{5},Area 1,9,Note for TKT0048816
TKT0030375,{9},Area 1,1,Note for TKT0030375
TKT0035052,{8},Area 2,6,Note for TKT0035052
TKT0068967,{2},Area 2,4,Note for TKT0068967
TKT0073303,{4},Area 1,2,Note for TKT0073303
TKT0075812,{10},Area 3,6,Note for TKT0075812
TKT0063193,{6},Area 4,2,Note for TKT0063193
TKT0085960,{1},Area 1,1,Note for TKT0085960
TKT0090722,{1},Area 3,3,Note for TKT0090722
TKT0029902,{13},Area 4,2,Note for TKT0029902
TKT0065372,{6},Area 4,3,Note for TKT0065372
TKT0027093,{3},Area 1,7,Note for TKT0027093
TKT0020044,{13},Area 3,9,Note for TKT0020044
TKT0050456,{6},Area 1,8,Note for TKT0050456
TKT0033337,{8},Area 1,6,Note for TKT0033337
TKT0065380,{6},Area 4,4,Note for TKT0065380
TKT0052872,{10},Area 2,2,Note for TKT0052872
TKT0096751,{3},Area 4,7,Note for TKT0096751
TKT0050821,{10},Area 1,9,Note for TKT0050821
TKT0067948,{7},Area 2,7,Note for TKT0067948
TKT0092963,{5},Area 1,7,Note for TKT0092963
TKT0074195,{10},Area 2,2,Note for TKT0074195
TKT0088433,{11},Area 3,5,Note for TKT0088433
TKT0056962,{2},Area 4,4,Note for TKT0056962
TKT0033664,{10},Area 1,4,Note for TKT0033664
TKT0033204,{8},Area 2,5,Note for TKT0033204
TKT0036208,{13},Area 3,3,Note for TKT0036208
TKT0092067,{10},Area 3,9,Note for TKT0092067
TKT0065547,{13},Area 4,8,Note for TKT0065547
TKT0095234,{1},Area 3,9,Note for TKT0095234
TKT0059464,{8},Area 3,2,Note for TKT0059464
TKT0097782,{2},Area 4,3,Note for TKT0097782
TKT0083834,{13},Area 4,2,Note for TKT0083834
TKT0031494,{7},Area 2,9,Note for TKT0031494
TKT0040970,{6},Area 4,1,Note for TKT0040970
TKT0023331,{3},Area 3,9,Note for TKT0023331
TKT0086069,{8},Area 2,6,Note for TKT0086069
TKT0057948,{9},Area 1,4,Note for TKT0057948
TKT0089590,{5},Area 3,5,Note for TKT0089590
TKT0061160,{11},Area 1,9,Note for TKT0061160
TKT0086745,{1},Area 3,2,Note for TKT0086745
TKT0066939,{14},Area 4,8,Note for TKT0066939
TKT0078170,{3},Area 2,6,Note for TKT0078170
TKT0040076,{9},Area 4,3,Note for TKT0040076
TKT0042162,{3},Area 1,10,Note for TKT0042162
TKT0058454,{14},Area 1,6,Note for TKT0058454
TKT0048178,{13},Area 2,1,Note for TKT0048178
TKT0091054,{2},Area 3,7,Note for TKT0091054
TKT0044643,{4},Area 3,2,Note for TKT0044643
TKT0043747,{12},Area 1,7,Note for TKT0043747
TKT0074942,{13},Area 1,6,Note for TKT0074942
TKT0044111,{9},Area 4,9,Note for TKT0044111
TKT0098172,{2},Area 2,3,Note for TKT0098172
TKT0084494,{8},Area 2,7,Note for TKT0084494
TKT0082330,{8},Area 2,10,Note for TKT0082330
TKT0021862,{2},Area 4,1,Note for TKT0021862
TKT0053859,{4},Area 4,1,Note for TKT0053859
TKT0090845,{11},Area 2,10,Note for TKT0090845
TKT0083294,{15},Area 2,9,Note for TKT0083294
TKT0064338,{14},Area 2,2,Note for TKT0064338
TKT0082906,{12},Area 1,2,Note for TKT0082906
TKT0034719,{8},Area 2,9,Note for TKT0034719
TKT0056125,{1},Area 4,3,Note for TKT0056125
TKT0067345,{14},Area 4,3,Note for TKT0067345
TKT0078483,{12},Area 2,9,Note for TKT0078483
TKT0010506,{8},Area 4,1,Note for TKT0010506
TKT0020997,{4},Area 4,7,Note for TKT0020997
TKT0068444,{15},Area 2,4,Note for TKT0068444
TKT0053684,{12},Area 2,1,Note for TKT0053684
TKT0054983,{9},Area 4,10,Note for TKT0054983
TKT0098340,{9},Area 4,3,Note for TKT0098340
TKT0083167,{14},Area 3,8,Note for TKT0083167
TKT0032232,{10},Area 1,1,Note for TKT0032232
TKT0063402,{15},Area 4,9,Note for TKT0063402
TKT0071326,{6},Area 1,8,Note for TKT0071326
TKT0017633,{11},Area 4,10,Note for TKT0017633
TKT0034426,{8},Area 3,10,Note for TKT0034426
TKT0051270,{6},Area 4,5,Note for TKT0051270
TKT0019923,{3},Area 2,7,Note for TKT0019923
TKT0043268,{5},Area 1,5,Note for TKT0043268
TKT0093362,{1},Area 1,2,Note for TKT0093362
TKT0016223,{3},Area 4,7,Note for TKT0016223
TKT0044044,{3},Area 3,9,Note for TKT0044044
TKT0042059,{15},Area 4,7,Note for TKT0042059
TKT0029588,{7},Area 4,8,Note for TKT0029588
TKT0029477,{3},Area 1,1,Note for TKT0029477
TKT0068548,{7},Area 1,7,Note for TKT0068548
TKT0093818,{11},Area 1,3,Note for TKT0093818
TKT0097370,{7},Area 3,2,Note for TKT0097370
TKT0018342,{15},Area 2,5,Note for TKT0018342
TKT0019386,{12},Area 2,4,Note for TKT0019386
TKT0020357,{14},Area 3,8,Note for TKT0020357
TKT0061142,{11},Area 3,6,Note for TKT0061142
TKT0048334,{9},Area 3,5,Note for TKT0048334
TKT0079754,{6},Area 3,9,Note for TKT0079754
TKT0012020,{10},Area 3,3,Note for TKT0012020
TKT0079000,{3},Area 1,3,Note for TKT0079000
TKT0092099,{9},Area 3,2,Note for TKT0092099
TKT0018703,{6},Area 4,10,Note for TKT0018703
TKT0048539,{11},Area 3,2,Note for TKT0048539
TKT0038222,{13},Area 2,10,Note for TKT0038222
TKT0033348,{5},Area 4,10,Note for TKT0033348
TKT0015027,{2},Area 4,3,Note for TKT0015027
TKT0062329,{14},Area 3,2,Note for TKT0062329
TKT0084350,{4},Area 3,4,Note for TKT0084350
TKT0039945,{4},Area 3,1,Note for TKT0039945
TKT0080348,{10},Area 3,7,Note for TKT0080348
TKT0090046,{5},Area 3,8,Note for TKT0090046
TKT0090654,{8},Area 1,3,Note for TKT0090654
TKT0075881,{12},Area 4,10,Note for TKT0075881
TKT0067125,{14},Area 3,6,Note for TKT0067125
TKT0049174,{2},Area 1,3,Note for TKT0049174
TKT0046436,{15},Area 3,9,Note for TKT0046436
TKT0055924,{1},Area 1,8,Note for TKT0055924
TKT0033250,{13},Area 3,8,Note for TKT0033250
TKT0051919,{4},Area 2,1,Note for TKT0051919
TKT0048534,{10},Area 1,2,Note for TKT0048534
TKT0082160,{6},Area 3,2,Note for TKT0082160
TKT0070502,{4},Area 4,6,Note for TKT0070502
TKT0067819,{3},Area 3,10,Note for TKT0067819
TKT0015314,{5},Area 3,5,Note for TKT0015314
TKT0099130,{7},Area 3,9,Note for TKT0099130
TKT0034409,{7},Area 3,8,Note for TKT0034409
TKT0093651,{8},Area 1,1,Note for TKT0093651
TKT0067137,{13},Area 2,5,Note for TKT0067137
TKT0054914,{11},Area 2,1,Note for TKT0054914
TKT0010332,{10},Area 2,9,Note for TKT0010332
TKT0029946,{10},Area 3,10,Note for TKT0029946
TKT0016299,{4},Area 4,6,Note for TKT0016299
TKT0094743,{11},Area 4,3,Note for TKT0094743
TKT0012128,{13},Area 4,8,Note for TKT0012128
TKT0085620,{5},Area 3,2,Note for TKT0085620
TKT0028675,{6},Area 3,8,Note for TKT0028675
TKT0052094,{12},Area 3,6,Note for TKT0052094
TKT0014648,{15},Area 2,8,Note for TKT0014648
TKT0063183,{12},Area 1,3,Note for TKT0063183
TKT0084898,{5},Area 4,6,Note for TKT0084898
TKT0097176,{11},Area 2,9,Note for TKT0097176
TKT0099073,{8},Area 2,3,Note for TKT0099073
TKT0083633,{8},Area 1,5,Note for TKT0083633
TKT0044699,{8},Area 3,8,Note for TKT0044699
TKT0027197,{9},Area 3,9,Note for TKT0027197
TKT0034355,{14},Area 4,7,Note for TKT0034355
TKT0020296,{10},Area 4,5,Note for TKT0020296
TKT0060953,{15},Area 4,3,Note for TKT0060953
TKT0070668,{1},Area 4,10,Note for TKT0070668
TKT0067899,{11},Area 4,6,Note for TKT0067899
TKT0024677,{12},Area 1,4,Note for TKT0024677
TKT0093939,{13},Area 2,1,Note for TKT0093939
TKT0069716,{5},Area 3,9,Note for TKT0069716
TKT0012437,{3},Area 4,10,Note for TKT0012437
TKT0074168,{3},Area 4,9,Note for TKT0074168
TKT0082271,{4},Area 2,9,Note for TKT0082271
TKT0067981,{9},Area 4,6,Note for TKT0067981
TKT0051214,{4},Area 4,10,Note for TKT0051214
TKT0093412,{14},Area 4,3,Note for TKT0093412
TKT0055291,{12},Area 3,4,Note for TKT0055291
TKT0093857,{14},Area 3,6,Note for TKT0093857
TKT0015071,{11},Area 4,1,Note for TKT0015071
TKT0089227,{3},Area 2,9,Note for TKT0089227
TKT0021150,{3},Area 3,6,Note for TKT0021150
TKT0014770,{14},Area 3,7,Note for TKT0014770
TKT0032347,{10},Area 3,4,Note for TKT0032347
TKT0071356,{15},Area 1,10,Note for TKT0071356
TKT0057914,{7},Area 4,5,Note for TKT0057914
TKT0063998,{7},Area 1,6,Note for TKT0063998
TKT0093210,{13},Area 3,3,Note for TKT0093210
TKT0028976,{11},Area 1,4,Note for TKT0028976
TKT0015045,{12},Area 2,4,Note for TKT0015045
TKT0030403,{3},Area 1,2,Note for TKT0030403
TKT0031370,{14},Area 4,6,Note for TKT0031370
TKT0086636,{6},Area 2,1,Note for TKT0086636
TKT0096459,{13},Area 1,7,Note for TKT0096459
TKT0022337,{1},Area 1,4,Note for TKT0022337
TKT0062251,{4},Area 4,2,Note for TKT0062251
TKT0087824,{6},Area 1,7,Note for TKT0087824
TKT0047836,{5},Area 3,9,Note for TKT0047836
TKT0044360,{6},Area 2,1,Note for TKT0044360
TKT0046735,{13},Area 3,10,Note for TKT0046735
TKT0047075,{7},Area 3,6,Note for TKT0047075
TKT0015712,{7},Area 2,10,Note for TKT0015712
TKT0010620,{8},Area 3,6,Note for TKT0010620
TKT0017090,{6},Area 1,1,Note for TKT0017090
TKT0047782,{8},Area 1,1,Note for TKT0047782
TKT0051823,{8},Area 4,7,Note for TKT0051823
TKT0061493,{15},Area 1,4,Note for TKT0061493
TKT0094248,{5},Area 2,10,Note for TKT0094248
TKT0077198,{11},Area 2,6,Note for TKT0077198
TKT0092638,{2},Area 1,5,Note for TKT0092638
TKT0069559,{15},Area 4,2,Note for TKT0069559
TKT0051580,{4},Area 2,3,Note for TKT0051580
TKT0075287,{8},Area 3,4,Note for TKT0075287
TKT0026739,{11},Area 1,9,Note for TKT0026739
TKT0047472,{5},Area 3,3,Note for TKT0047472
TKT0069488,{5},Area 1,3,Note for TKT0069488
TKT0011105,{12},Area 3,5,Note for TKT0011105
TKT0017347,{14},Area 4,3,Note for TKT0017347
TKT0020048,{13},Area 4,6,Note for TKT0020048
TKT0025210,{14},Area 2,7,Note for TKT0025210
TKT0040770,{6},Area 4,3,Note for TKT0040770
TKT0096326,{1},Area 1,6,Note for TKT0096326
TKT0073423,{15},Area 2,3,Note for TKT0073423
TKT0027054,{15},Area 1,9,Note for TKT0027054
TKT0095855,{9},Area 2,6,Note for TKT0095855
TKT0025011,{15},Area 1,3,Note for TKT0025011
TKT0027712,{2},Area 4,8,Note for TKT0027712
TKT0046513,{1},Area 3,7,Note for TKT0046513
TKT0086955,{4},Area 3,1,Note for TKT0086955
TKT0040928,{10},Area 4,5,Note for TKT0040928
TKT0010967,{3},Area 2,7,Note for TKT0010967
TKT0046780,{3},Area 3,6,Note for TKT0046780
TKT0092912,{8},Area 2,2,Note for TKT0092912
TKT0059418,{14},Area 4,3,Note for TKT0059418
TKT0040893,{13},Area 3,4,Note for TKT0040893
TKT0019535,{2},Area 2,2,Note for TKT0019535
TKT0064574,{7},Area 4,1,Note for TKT0064574
TKT0013917,{5},Area 2,5,Note for TKT0013917
TKT0021380,{9},Area 2,9,Note for TKT0021380
TKT0092323,{15},Area 3,5,Note for TKT0092323
TKT0041101,{12},Area 1,2,Note for TKT0041101
TKT0025390,{14},Area 2,8,Note for TKT0025390
TKT0021325,{2},Area 4,10,Note for TKT0021325
TKT0025109,{2},Area 1,10,Note for TKT0025109
TKT0048551,{14},Area 4,5,Note for TKT0048551
TKT0029915,{1},Area 1,10,Note for TKT0029915
TKT0033101,{15},Area 3,2,Note for TKT0033101
TKT0039463,{2},Area 4,2,Note for TKT0039463
TKT0034225,{6},Area 4,9,Note for TKT0034225
TKT0075614,{4},Area 2,9,Note for TKT0075614
TKT0050681,{12},Area 2,9,Note for TKT0050681
TKT0096723,{9},Area 3,10,Note for TKT0096723
TKT0063211,{4},Area 4,6,Note for TKT0063211
TKT0015341,{8},Area 4,5,Note for TKT0015341
TKT0014800,{11},Area 2,2,Note for TKT0014800
TKT0059073,{5},Area 2,8,Note for TKT0059073
TKT0036196,{8},Area 2,2,Note for TKT0036196
TKT0094192,{3},Area 2,7,Note for TKT0094192
TKT0076488,{9},Area 4,8,Note for TKT0076488
TKT0041269,{9},Area 2,1,Note for TKT0041269
TKT0076165,{3},Area 2,10,Note for TKT0076165
TKT0079269,{15},Area 3,3,Note for TKT0079269
TKT0031158,{12},Area 4,3,Note for TKT0031158
TKT0018083,{13},Area 1,10,Note for TKT0018083
TKT0019749,{12},Area 3,1,Note for TKT0019749
TKT0072690,{3},Area 2,7,Note for TKT0072690
TKT0037079,{2},Area 2,3,Note for TKT0037079
TKT0090179,{2},Area 2,8,Note for TKT0090179
TKT0096506,{8},Area 2,7,Note for TKT0096506
TKT0037781,{6},Area 2,7,Note for TKT0037781
TKT0080617,{4},Area 3,3,Note for TKT0080617
TKT0021769,{12},Area 2,4,Note for TKT0021769
TKT0012512,{10},Area 3,6,Note for TKT0012512
TKT0010197,{15},Area 4,7,Note for TKT0010197
TKT0037614,{6},Area 2,4,Note for TKT0037614
TKT0076365,{10},Area 3,10,Note for TKT0076365
TKT0048506,{9},Area 4,4,Note for TKT0048506
TKT0013806,{9},Area 3,1,Note for TKT0013806
TKT0097486,{8},Area 3,9,Note for TKT0097486
TKT0036656,{1},Area 4,6,Note for TKT0036656
TKT0062116,{13},Area 4,10,Note for TKT0062116
TKT0043385,{14},Area 2,10,Note for TKT0043385
TKT0074311,{2},Area 2,10,Note for TKT0074311
TKT0085531,{10},Area 1,2,Note for TKT0085531
TKT0010045,{12},Area 1,5,Note for TKT0010045
TKT0067308,{10},Area 4,10,Note for TKT0067308
TKT0027671,{14},Area 2,9,Note for TKT0027671
TKT0051114,{15},Area 1,1,Note for TKT0051114
TKT0090490,{2},Area 3,2,Note for TKT0090490
TKT0038508,{5},Area 1,3,Note for TKT0038508
TKT0066976,{1},Area 3,10,Note for TKT0066976
TKT0058333,{15},Area 3,8,Note for TKT0058333
TKT0034666,{1},Area 3,1,Note for TKT0034666
TKT0032635,{2},Area 4,6,Note for TKT0032635
TKT0011825,{13},Area 1,8,Note for TKT0011825
TKT0042608,{1},Area 1,1,Note for TKT0042608
TKT0053349,{9},Area 4,8,Note for TKT0053349
TKT0093856,{15},Area 3,5,Note for TKT0093856
TKT0041545,{3},Area 2,10,Note for TKT0041545
TKT0071938,{9},Area 3,1,Note for TKT0071938
TKT0086103,{13},Area 3,3,Note for TKT0086103
TKT0055004,{14},Area 3,9,Note for TKT0055004
TKT0027836,{2},Area 4,4,Note for TKT0027836
TKT0066497,{13},Area 3,5,Note for TKT0066497
